,Titulo,Precio,Imagen
953,My Kitchen Year: 136 ...,11.53,http://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html
954,Everyday Italian: 125 Simple ...,20.1,http://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html
955,A la Mode: 120 ...,38.77,http://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html
956,Cravings: Recipes for What ...,20.5,http://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html
957,The Moosewood Cookbook: Recipes ...,12.34,http://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html
958,32 Yolks,53.63,http://books.toscrape.com/catalogue/32-yolks_510/index.html
959,Naturally Lean: 125 Nourishing ...,11.38,http://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html
960,Online Marketing for Busy ...,46.35,http://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html
961,How to Be Miserable: ...,46.03,http://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html
962,"Overload: How to Unplug, ...",52.15,http://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html
963,You Are a Badass: ...,12.08,http://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html
964,How to Stop Worrying ...,46.49,http://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html
965,All the Light We ...,29.87,http://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html
966,The Girl You Left ...,15.79,http://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html
967,(Un)Qualified: How God Uses ...,54.0,http://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html
968,Crazy Love: Overwhelmed by ...,47.72,http://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html
969,Blue Like Jazz: Nonreligious ...,25.77,http://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html
970,Logan Kade (Fallen Crest ...,13.12,http://books.toscrape.com/catalogue/logan-kade-fallen-crest-high-55_384/index.html
971,Suzie Snowflake: One beautiful ...,54.81,http://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html
972,Silence in the Dark ...,58.33,http://books.toscrape.com/catalogue/silence-in-the-dark-logan-point-4_542/index.html
973,The Bulletproof Diet: Lose ...,49.05,http://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html
974,"Eat Fat, Get Thin",54.07,http://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html
975,10-Day Green Smoothie Cleanse: ...,49.71,http://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html
976,The Art and Science ...,52.98,http://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html
977,The Grownup,35.88,http://books.toscrape.com/catalogue/the-grownup_546/index.html
978,Amid the Chaos,36.58,http://books.toscrape.com/catalogue/amid-the-chaos_788/index.html
979,Libertarianism for Beginners,51.33,http://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html
980,Why the Right Went ...,52.65,http://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html
981,Equal Is Unfair: America's ...,56.86,http://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html
982,Dark Notes,19.19,http://books.toscrape.com/catalogue/dark-notes_800/index.html
983,The Long Shadow of ...,10.97,http://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html
